"filename", "language", "Java", "XML", "Markdown", "HTML", "PostCSS", "MS SQL", "Java Properties", "comment", "blank", "total"
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/admin/dashboard.xhtml", "HTML", 0, 0, 0, 21, 0, 0, 0, 0, 1, 22
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/admin/inventory.xhtml", "HTML", 0, 0, 0, 80, 0, 0, 0, 0, 1, 81
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/admin/orders.xhtml", "HTML", 0, 0, 0, 34, 0, 0, 0, 0, 1, 35
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/layouts/admin-template.xhtml", "HTML", 0, 0, 0, 8, 0, 0, 0, 0, 4, 12
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/layouts/bookstore-template.xhtml", "HTML", 0, 0, 0, 38, 0, 0, 0, 0, 5, 43
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/layouts/customer-template.xhtml", "HTML", 0, 0, 0, 5, 0, 0, 0, 0, 4, 9
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/layouts/footer.xhtml", "HTML", 0, 0, 0, 12, 0, 0, 0, 0, 1, 13
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/layouts/header.xhtml", "HTML", 0, 0, 0, 25, 0, 0, 0, 2, 2, 29
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/login/login-error.xhtml", "HTML", 0, 0, 0, 16, 0, 0, 0, 0, 2, 18
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/login/login.xhtml", "HTML", 0, 0, 0, 20, 0, 0, 0, 0, 1, 21
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/public/book-detail.xhtml", "HTML", 0, 0, 0, 45, 0, 0, 0, 0, 1, 46
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/public/cart.xhtml", "HTML", 0, 0, 0, 49, 0, 0, 0, 0, 1, 50
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/public/checkout.xhtml", "HTML", 0, 0, 0, 83, 0, 0, 0, 0, 1, 84
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/public/confirmation.xhtml", "HTML", 0, 0, 0, 34, 0, 0, 0, 0, 1, 35
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/public/home.xhtml", "HTML", 0, 0, 0, 34, 0, 0, 0, 1, 3, 38
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/pages/secure/profile.xhtml", "HTML", 0, 0, 0, 110, 0, 0, 0, 0, 1, 111
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/main/webapp/resources/css/bookstore.css", "PostCSS", 0, 0, 0, 0, 66, 0, 0, 9, 13, 88
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/site/site.xml", "XML", 0, 31, 0, 0, 0, 0, 0, 0, 7, 38
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/test/java/com/ksm/bookstore/MockTest.java", "Java", 9, 0, 0, 0, 0, 0, 0, 3, 5, 17
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/test/resources/META-INF/persistence.xml", "XML", 0, 19, 0, 0, 0, 0, 0, 1, 0, 20
"/home/colejam13/projects/ksm/bookstore/cole-bookstore/src/test/resources/logback-test.xml", "XML", 0, 34, 0, 0, 0, 0, 0, 0, 3, 37
"Total", "-", 1300, 883, 144, 619, 66, 935, 8, 453, 623, 5031
